uniqid,d11,polintr,qb1,qb3_1,qb3_2,qb3_3,qb3_4,qb3_5,qb3_6,qb3_7,d7r,d9b,d10,d15a,d15b,d25,d63,d1,p1,p2,p3,region_denmark
110005724,84,Medium,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,Single,DEN:Master or equivalent,Man,"Retired, unable to work","Middle management, etc.",Large town,The middle class of society,4,21 Sep 21,13 - 16 h,2318,DK05 - Nordjylland
110005725,55,Strong,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,Single,DEN:Master or equivalent,Woman,"Unemployed, temporarily not working","Middle management, etc.",Large town,The lower middle class of society,2,22 Sep 21,13 - 16 h,2509,DK05 - Nordjylland
110005726,30,Strong,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),The safety and well-being of children,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,(Re)Married,DEN:Bachelor or equivalent,Woman,"General management, etc.",Inap. (not 1 to 4 in d15a),Small/middle town,The middle class of society,9,21 Sep 21,13 - 16 h,1696,DK04 - Midtjylland
110005727,17,Strong,Fairly important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,Single living with a partner,DEN:Primary school 8-11 years,Woman,Student,"Unskilled manual worker, etc.",Small/middle town,The middle class of society,5,21 Sep 21,17 - 19 h,1607,DK04 - Midtjylland
110005728,66,Strong,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,Widow,DEN:Short cycle tertiary,Woman,"Retired, unable to work","Employed position, at desk",Small/middle town,The middle class of society,10 Right,21 Sep 21,17 - 19 h,2841,DK04 - Midtjylland
110005729,67,Strong,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,Not mentioned,Not mentioned,Divorced or separated,DEN:Master or equivalent,Woman,"Retired, unable to work","Middle management, etc.",Large town,The upper middle class of society,4,21 Sep 21,13 - 16 h,3540,DK01 - Hovedstaden
110005730,92,Low,Not at all important,Not mentioned,Not mentioned,The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),The safety and well-being of children,Not mentioned,Not mentioned,Not mentioned,Widow,DEN:Diploma Degree,Man,"Retired, unable to work","Middle management, etc.",Large town,The middle class of society,7,21 Sep 21,13 - 16 h,3975,DK01 - Hovedstaden
110005731,51,Medium,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,(Re)Married,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Man,"Business proprietors, etc.",Inap. (not 1 to 4 in d15a),Rural area or village,The middle class of society,8,24 Sep 21,13 - 16 h,2867,DK04 - Midtjylland
110005732,53,Medium,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,Single,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Man,"Employed professional (employed doctor, etc.)",Inap. (not 1 to 4 in d15a),Small/middle town,The middle class of society,6,21 Sep 21,17 - 19 h,2379,DK04 - Midtjylland
110005733,15 years,Low,Very important,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,The environmental impact of digital products and services,Single,DEN:Primary school 8-11 years,Man,Student,Never did any paid work,Large town,The middle class of society,DK (SPONT.),21 Sep 21,17 - 19 h,6193,DK04 - Midtjylland
110005734,56,Strong,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,(Re)Married,DEN:Short cycle tertiary,Man,Supervisor,Inap. (not 1 to 4 in d15a),Rural area or village,The lower middle class of society,8,21 Sep 21,17 - 19 h,5322,DK01 - Hovedstaden
110005735,77,Medium,Very important,Not mentioned,Not mentioned,The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Widow,DEN:Diploma Degree,Woman,"Retired, unable to work","Employed position, at desk",Small/middle town,The middle class of society,5,22 Sep 21,8 - 12 h,2143,DK04 - Midtjylland
110005736,68,Medium,Fairly important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Divorced or separated,DEN:Primary school 8-11 years,Man,Fisherman,Inap. (not 1 to 4 in d15a),Small/middle town,The middle class of society,5,22 Sep 21,8 - 12 h,2324,DK04 - Midtjylland
110005737,47,Strong,Very important,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,The environmental impact of digital products and services,Single living with a partner,DEN:Master or equivalent,Woman,"General management, etc.",Inap. (not 1 to 4 in d15a),Small/middle town,The middle class of society,4,22 Sep 21,13 - 16 h,1994,DK04 - Midtjylland
110005738,57,Not at all,Very important,Use of personal data and information by companies or public administrations,Not mentioned,Not mentioned,The safety and well-being of children,Not mentioned,Not mentioned,The environmental impact of digital products and services,Single,DEN:Primary school 8-11 years,Woman,"Retired, unable to work",Skilled manual worker,Large town,The middle class of society,8,22 Sep 21,13 - 16 h,2486,DK03 - Syddanmark
110005739,86,Medium,Very important,Not mentioned,Not mentioned,Not mentioned,The safety and well-being of children,Not mentioned,Not mentioned,The environmental impact of digital products and services,Widow,DEN:Diploma Degree,Woman,"Retired, unable to work","Employed position, service job",Large town,The upper middle class of society,6,22 Sep 21,13 - 16 h,3552,DK03 - Syddanmark
110005740,72,Strong,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,(Re)Married,DEN:Diploma Degree,Woman,"Retired, unable to work","Business proprietors, etc.",Small/middle town,The middle class of society,4,22 Sep 21,13 - 16 h,2990,DK02 - Sjaelland
110005741,78,Strong,Fairly important,Not mentioned,Not mentioned,The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),Not mentioned,Not mentioned,Not mentioned,Not mentioned,(Re)Married,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Man,"Retired, unable to work","General management, etc.",Small/middle town,The middle class of society,7,22 Sep 21,13 - 16 h,3058,DK02 - Sjaelland
110005742,75,Medium,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,(Re)Married,DEN:Diploma Degree,Man,"Employed professional (employed doctor, etc.)",Inap. (not 1 to 4 in d15a),Small/middle town,The middle class of society,7,22 Sep 21,13 - 16 h,1943,DK02 - Sjaelland
110005743,85,Medium,Not at all important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,Widow,DEN:Master or equivalent,Man,"Retired, unable to work","General management, etc.",Large town,The upper middle class of society,8,23 Sep 21,13 - 16 h,3423,DK01 - Hovedstaden
110005744,29,Strong,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,The environmental impact of digital products and services,Single,DEN:Short cycle tertiary,Man,Skilled manual worker,Inap. (not 1 to 4 in d15a),Large town,The lower middle class of society,5,22 Sep 21,13 - 16 h,4699,DK01 - Hovedstaden
110005745,68,Strong,Not very important,Not mentioned,Not mentioned,Not mentioned,The safety and well-being of children,Not mentioned,Not mentioned,Not mentioned,Single,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Man,"Retired, unable to work",Skilled manual worker,Large town,The middle class of society,5,22 Sep 21,13 - 16 h,4004,DK01 - Hovedstaden
